,date,open,high,low,close,adjusted_close,volume,wma_x,wma_y,slope_x,slope_y,rsi_x,rsi_y,volatility_x,volatility_y
2791,1992-01-16,63.7504,64.2544,62.496,62.7536,0.4553,293529600.0,0.4567,0.4464,0.003,0.0047,68.155,70.1063,0.0001,0.0004
2792,1992-01-17,67.7488,69.0032,64.7472,64.7472,0.4698,848355200.0,0.4608,0.4509,0.0026,0.0045,75.6467,74.0027,0.0001,0.0004
2793,1992-01-20,64.5008,65.2512,63.9968,63.9968,0.4644,209664000.0,0.4623,0.454,0.0023,0.0042,68.6316,70.3264,0.0001,0.0003
2794,1992-01-21,64.2544,64.2544,60.9952,61.1296,0.4436,194084800.0,0.4582,0.4538,-0.0006,0.0029,48.4434,58.3103,0.0001,0.0002
2795,1992-01-22,61.4992,63.7504,61.2528,63.504,0.4608,183680000.0,0.4587,0.4556,-0.0017,0.0028,59.8401,63.816,0.0001,0.0002
2796,1992-01-23,64.2544,64.7472,63.0,64.5008,0.468,138353600.0,0.4606,0.458,0.0002,0.0026,63.7531,65.8492,0.0001,0.0002
2797,1992-01-24,64.5008,65.7552,63.9968,64.624,0.4689,177609600.0,0.4627,0.4602,0.0012,0.0021,64.261,66.1056,0.0001,0.0001
2798,1992-01-27,64.7472,65.2512,64.2544,64.5008,0.468,83451200.0,0.4644,0.4619,0.001,0.0015,63.2275,65.5754,0.0001,0.0001
2799,1992-01-28,64.7472,65.3744,63.0,65.2512,0.4735,173723200.0,0.4669,0.4639,0.003,0.0013,67.0102,67.3012,0.0001,0.0001
2800,1992-01-29,64.7472,65.7552,63.2464,63.2464,0.4589,144558400.0,0.4656,0.4636,0.0025,0.0009,50.82,58.8647,0.0001,0.0001
2801,1992-01-30,63.504,63.7504,62.7536,63.7504,0.4626,87113600.0,0.4655,0.4637,-0.0003,0.0006,54.0989,60.2255,0.0,0.0001
2802,1992-01-31,63.9968,65.2512,63.504,64.7472,0.4698,144558400.0,0.4665,0.4647,-0.0006,0.0004,60.1332,62.804,0.0,0.0001
2803,1992-02-03,64.7472,66.248,64.5008,65.7552,0.4771,158132800.0,0.469,0.4665,0.0006,0.001,65.4984,65.2629,0.0,0.0001
2804,1992-02-04,65.7552,66.248,65.0048,65.7552,0.4771,192931200.0,0.4712,0.4682,0.0016,0.0012,65.4984,65.2629,0.0,0.0001
2805,1992-02-05,66.248,66.752,65.128,66.1248,0.4798,161504000.0,0.4737,0.4701,0.0025,0.0013,67.6876,66.2208,0.0001,0.0001
2806,1992-02-06,65.7552,66.0016,63.9968,64.12,0.4653,93139200.0,0.4723,0.4698,0.0022,0.0013,48.4331,57.1126,0.0001,0.0001
2807,1992-02-07,64.2544,64.7472,62.7536,63.9968,0.4644,147537600.0,0.4708,0.4695,0.0,0.0011,47.4556,56.5923,0.0,0.0001
2808,1992-02-10,63.9968,64.2544,63.0,63.1232,0.458,86441600.0,0.4676,0.4683,-0.0026,0.0001,40.6491,52.9016,0.0001,0.0
2809,1992-02-11,63.0,63.7504,62.2496,62.8768,0.4562,122012800.0,0.4641,0.4667,-0.0042,-0.0005,38.822,51.8769,0.0001,0.0001
2810,1992-02-12,63.7504,65.4976,63.0,65.2512,0.4735,137961600.0,0.4654,0.4675,-0.0023,-0.0003,59.3229,59.9138,0.0001,0.0001
2811,1992-02-13,65.2512,65.2512,63.7504,64.2544,0.4662,76014400.0,0.465,0.4672,-0.0012,-0.0003,50.9223,55.6875,0.0001,0.0001
2812,1992-02-14,63.7504,64.2544,63.2464,64.12,0.4661,72587200.0,0.465,0.467,0.0008,-0.0004,50.8074,55.6297,0.0,0.0001
2813,1992-02-18,64.2544,64.5008,62.7536,62.7536,0.4562,68353600.0,0.463,0.4654,0.0001,-0.0005,40.2976,50.0793,0.0,0.0001
2814,1992-02-19,62.7536,63.0,61.7456,62.0032,0.4507,95670400.0,0.4599,0.4633,-0.001,-0.0012,35.5336,47.2584,0.0001,0.0001
2815,1992-02-20,62.496,64.7472,62.2496,64.624,0.4698,130860800.0,0.4621,0.4639,-0.0005,-0.0012,56.4115,56.4359,0.0001,0.0001
2816,1992-02-21,64.7472,65.4976,64.5008,65.0048,0.4726,151580800.0,0.4646,0.4647,-0.0004,-0.0009,58.6991,57.6007,0.0001,0.0001
2817,1992-02-24,66.248,66.5056,65.7552,66.1248,0.4807,171404800.0,0.4685,0.4665,0.0025,-0.0002,64.9139,60.8608,0.0001,0.0001
2818,1992-02-25,66.248,68.4992,65.2512,68.4992,0.498,227214400.0,0.4765,0.4707,0.006,0.0011,74.4818,66.7426,0.0002,0.0001
2819,1992-02-26,68.2528,70.0,68.2528,69.8768,0.508,229084800.0,0.4859,0.476,0.0093,0.0026,78.4457,69.5877,0.0004,0.0002
2820,1992-02-27,70.0,70.0,67.9952,68.4992,0.498,122169600.0,0.4912,0.4797,0.0087,0.0032,66.4105,63.7176,0.0003,0.0003
2821,1992-02-28,68.4992,69.0032,66.9984,67.5024,0.4907,90395200.0,0.4933,0.482,0.005,0.0034,58.7359,59.7549,0.0002,0.0003
2822,1992-03-02,67.7488,68.4992,67.2448,67.2448,0.4888,89252800.0,0.4934,0.4839,0.0024,0.0033,56.7446,58.7311,0.0001,0.0003
2823,1992-03-03,67.7488,67.9952,66.248,66.3712,0.4825,99276800.0,0.4913,0.4847,-0.0011,0.0028,50.1656,55.345,0.0001,0.0003
2824,1992-03-04,66.248,66.752,64.7472,65.0048,0.4726,115371200.0,0.4864,0.4839,-0.0049,0.0024,41.3718,50.4252,0.0001,0.0003
2825,1992-03-05,64.5008,65.4976,63.0,63.504,0.4616,236723200.0,0.4789,0.4816,-0.0071,0.0015,33.7113,45.5772,0.0002,0.0003
2826,1992-03-06,63.504,63.9968,63.0,63.9968,0.4652,134288000.0,0.4737,0.4799,-0.0062,0.0007,38.0884,47.3609,0.0002,0.0003
2827,1992-03-09,63.7504,64.2544,63.504,63.7504,0.4634,108942400.0,0.4696,0.4779,-0.0054,-0.0004,36.6757,46.5395,0.0001,0.0003
2828,1992-03-10,63.9968,64.7472,63.7504,63.7504,0.4634,122696000.0,0.4667,0.4758,-0.0043,-0.0018,36.6757,46.5395,0.0001,0.0002
2829,1992-03-11,63.7504,64.2544,63.0,63.2464,0.4598,131656000.0,0.4639,0.4732,-0.003,-0.0027,33.3124,44.7399,0.0001,0.0002
2830,1992-03-12,63.2464,63.7504,61.4992,62.7536,0.4562,152902400.0,0.4612,0.4702,-0.0019,-0.0035,30.0928,42.9512,0.0,0.0003
2831,1992-03-13,63.2464,63.7504,62.0032,63.1232,0.4589,79184000.0,0.4602,0.4676,-0.0011,-0.004,35.5437,44.7357,0.0,0.0003
2832,1992-03-16,62.7536,63.504,61.7456,63.3696,0.4607,56291200.0,0.46,0.4656,-0.0011,-0.0037,39.2292,45.9496,0.0,0.0003
2833,1992-03-17,63.504,63.7504,62.7536,62.8768,0.4571,85097600.0,0.459,0.4634,-0.0009,-0.003,34.6115,43.874,0.0,0.0002
2834,1992-03-18,63.2464,63.9968,63.0,63.7504,0.4634,81032000.0,0.4599,0.4625,0.0,-0.0023,47.2813,48.2772,0.0,0.0001
2835,1992-03-19,63.7504,63.7504,62.7536,63.0,0.458,118518400.0,0.4594,0.4612,0.0003,-0.0018,39.6069,45.0172,0.0,0.0001
2836,1992-03-20,63.0,63.2464,63.0,63.2464,0.4598,54163200.0,0.4596,0.4605,0.0004,-0.0012,43.1927,46.3184,0.0,0.0
2837,1992-03-23,63.0,63.7504,63.0,63.0,0.458,50075200.0,0.4593,0.4599,-0.0001,-0.0007,40.3946,45.1673,0.0,0.0
2838,1992-03-24,63.504,65.0048,63.2464,65.0048,0.4726,209417600.0,0.4626,0.4614,0.0012,0.0,63.0475,54.948,0.0,0.0
2839,1992-03-25,65.0048,65.0048,64.2544,64.5008,0.4689,121553600.0,0.4645,0.4624,0.0019,0.0003,56.6788,52.3972,0.0,0.0
2840,1992-03-26,64.7472,65.2512,63.7504,63.9968,0.4652,123020800.0,0.4651,0.4628,0.0014,0.0005,50.7033,49.9025,0.0,0.0
2841,1992-03-27,63.8736,63.9968,60.5024,60.9952,0.4434,264532800.0,0.4601,0.4604,-0.0008,0.0,29.3986,38.3244,0.0001,0.0
2842,1992-03-30,61.2528,61.2528,57.7472,58.128,0.4226,339035200.0,0.4505,0.4553,-0.0053,-0.001,20.03,30.9467,0.0003,0.0001
2843,1992-03-31,58.2512,59.752,58.0048,58.2512,0.4235,212632000.0,0.4424,0.4508,-0.0082,-0.0019,21.2961,31.5606,0.0004,0.0002
2844,1992-04-01,57.2544,59.248,57.2544,59.0016,0.4289,159656000.0,0.437,0.4473,-0.0094,-0.0026,29.1483,35.2787,0.0004,0.0003
2845,1992-04-02,59.0016,59.5056,58.3744,58.7552,0.4271,133974400.0,0.4322,0.4439,-0.0078,-0.0031,28.0596,34.6038,0.0003,0.0003
2846,1992-04-03,58.7552,59.248,58.4976,59.0016,0.4289,116457600.0,0.4294,0.441,-0.0048,-0.0034,31.0635,35.9238,0.0002,0.0003
2847,1992-04-06,59.0016,60.9952,59.0016,60.7488,0.4416,101987200.0,0.4312,0.4401,0.0004,-0.0033,48.6968,44.4442,0.0001,0.0003
2848,1992-04-07,60.9952,61.2528,57.2544,57.2544,0.4162,230216000.0,0.4276,0.436,0.0006,-0.0037,30.4956,34.5492,0.0001,0.0004
2849,1992-04-08,56.9968,56.9968,54.7456,55.8768,0.4062,367024000.0,0.4224,0.4309,-0.0022,-0.0043,26.0273,31.5692,0.0001,0.0004
2850,1992-04-09,56.0,58.2512,55.2496,57.2544,0.4162,192136000.0,0.4203,0.4277,-0.0033,-0.0043,36.8264,37.3854,0.0001,0.0004
2851,1992-04-10,57.2544,57.5008,55.0032,55.496,0.4034,274064000.0,0.4152,0.4232,-0.0047,-0.0046,30.235,33.4647,0.0002,0.0005
2852,1992-04-13,55.496,56.7504,55.2496,56.504,0.4108,122830400.0,0.4129,0.4202,-0.0047,-0.0039,37.75,37.5427,0.0002,0.0004
2853,1992-04-14,57.7472,59.248,57.2544,58.7552,0.4271,144401600.0,0.4153,0.42,-0.002,-0.0027,51.246,45.4709,0.0001,0.0002
2854,1992-04-15,58.0048,60.872,57.5008,60.5024,0.4398,217358400.0,0.4209,0.4219,0.0038,-0.001,59.2723,50.7197,0.0001,0.0001
2855,1992-04-16,60.2448,60.7488,58.4976,59.0016,0.4289,258686400.0,0.4239,0.4225,0.005,-0.0002,50.8843,46.5758,0.0002,0.0001
2856,1992-04-20,59.0016,59.0016,56.0,56.7504,0.4126,206046400.0,0.4223,0.4212,0.0025,-0.0005,40.8087,41.1602,0.0001,0.0001
2857,1992-04-21,56.9968,57.2544,56.0,56.2464,0.4089,180364800.0,0.4196,0.4194,0.0008,-0.0008,38.7754,40.0226,0.0001,0.0001
2858,1992-04-22,56.2464,58.0048,56.2464,57.624,0.4189,171528000.0,0.4196,0.4191,-0.0014,-0.0006,47.0882,44.4882,0.0001,0.0001
2859,1992-04-23,57.5008,58.2512,56.0,56.9968,0.4143,182817600.0,0.4179,0.4183,-0.0036,-0.0006,43.8901,42.9057,0.0001,0.0001
2860,1992-04-24,56.9968,58.2512,56.0,56.504,0.4108,98280000.0,0.4152,0.4171,-0.0039,-0.0005,41.3945,41.6905,0.0001,0.0001
2861,1992-04-27,56.0,56.2464,55.0032,55.7536,0.4053,140268800.0,0.4118,0.4154,-0.0025,-0.0001,37.4867,39.7837,0.0001,0.0001
2862,1992-04-28,55.2496,55.7536,52.9984,54.2528,0.3944,174126400.0,0.4068,0.4125,-0.0025,-0.0007,30.7703,36.2456,0.0001,0.0001
2863,1992-04-29,54.2528,56.9968,54.2528,56.9968,0.4143,198900800.0,0.4081,0.4126,-0.0015,-0.001,49.8923,45.7343,0.0001,0.0001
2864,1992-04-30,57.2544,60.2448,56.504,60.1216,0.4371,260265600.0,0.4149,0.4155,0.0014,-0.0003,63.4039,54.1534,0.0001,0.0002
2865,1992-05-01,59.9984,60.7488,58.2512,59.248,0.4307,134377600.0,0.4192,0.4175,0.004,-0.0003,58.2592,51.7274,0.0002,0.0002
2866,1992-05-04,59.5056,61.2528,59.248,60.5024,0.4398,123233600.0,0.4254,0.4204,0.0064,0.0001,63.211,54.8263,0.0003,0.0002
2867,1992-05-05,60.5024,60.6256,59.5056,60.5024,0.4398,180084800.0,0.4306,0.423,0.0075,0.0009,63.211,54.8263,0.0003,0.0002
2868,1992-05-06,60.7488,62.1264,60.5024,61.7456,0.4489,177990400.0,0.437,0.4267,0.0078,0.0023,68.3256,57.9565,0.0003,0.0002
2869,1992-05-07,61.4992,62.2496,60.5024,60.7488,0.4416,172356800.0,0.4401,0.4293,0.0041,0.0031,60.4591,54.683,0.0001,0.0003
2870,1992-05-08,61.4992,62.8768,60.9952,62.0032,0.4507,198699200.0,0.4438,0.4331,0.0026,0.0035,66.1303,57.8769,0.0,0.0003
2871,1992-05-11,62.0032,62.7536,61.4992,62.2496,0.4525,90899200.0,0.4466,0.4367,0.0032,0.0038,67.2154,58.5,0.0001,0.0003
2872,1992-05-12,62.2496,63.0,61.7456,62.2496,0.4525,77044800.0,0.4489,0.4399,0.0023,0.0041,67.2154,58.5,0.0,0.0004
2873,1992-05-13,62.496,63.2464,62.2496,62.7536,0.4562,97473600.0,0.4513,0.4433,0.0024,0.0043,69.9124,59.9135,0.0,0.0004
2874,1992-05-14,62.7536,63.0,60.2448,61.376,0.4462,156923200.0,0.4506,0.4449,0.0008,0.0039,55.513,54.5096,0.0,0.0003
2875,1992-05-15,60.9952,61.2528,60.5024,60.6256,0.4407,121307200.0,0.4483,0.4455,-0.0003,0.003,49.0328,51.7452,0.0,0.0003
2876,1992-05-18,61.4992,61.4992,59.9984,60.3792,0.4389,129091200.0,0.4459,0.4455,-0.0023,0.0015,46.9406,50.8365,0.0,0.0001
2877,1992-05-19,60.7488,60.7488,59.0016,59.3712,0.4316,131678400.0,0.4417,0.4441,-0.0038,0.0003,39.0558,47.2153,0.0001,0.0001
2878,1992-05-20,59.752,60.2448,59.248,59.9984,0.4362,173208000.0,0.4394,0.4431,-0.0038,-0.0001,45.7545,49.6492,0.0001,0.0001
2879,1992-05-21,60.2448,60.2448,58.7552,59.1248,0.4298,137692800.0,0.4361,0.4413,-0.0039,-0.0009,38.8272,46.4408,0.0001,0.0001
2880,1992-05-22,59.0016,59.752,59.0016,59.5056,0.4326,46468800.0,0.4342,0.4399,-0.0023,-0.0013,43.2154,48.0233,0.0,0.0001
2881,1992-05-26,59.5056,59.752,58.7552,59.248,0.4307,95614400.0,0.4328,0.4383,-0.0016,-0.0018,40.8931,47.0083,0.0,0.0001
2882,1992-05-27,59.248,60.2448,59.0016,60.2448,0.438,154089600.0,0.4337,0.4377,-0.0003,-0.0016,52.3668,51.2699,0.0,0.0001
2883,1992-05-28,59.9984,60.2448,59.0016,59.5056,0.4326,127243200.0,0.4333,0.4366,0.0003,-0.0019,44.8528,48.183,0.0,0.0001
2884,1992-05-29,59.752,60.6256,59.5056,59.752,0.4344,178248000.0,0.4337,0.4357,0.0002,-0.0017,47.7674,49.2793,0.0,0.0001
2885,1992-06-01,57.2544,59.5056,56.0,57.5008,0.4188,248046400.0,0.43,0.433,-0.001,-0.0019,31.1312,41.1533,0.0,0.0001
2886,1992-06-02,57.5008,57.5008,56.2464,56.504,0.4116,155680000.0,0.4252,0.4296,-0.0032,-0.0021,26.215,38.0359,0.0001,0.0001
2887,1992-06-03,56.504,56.504,53.9952,54.1296,0.3943,300574400.0,0.4166,0.4243,-0.0063,-0.0025,18.171,31.8022,0.0002,0.0002
2888,1992-06-04,54.2528,54.7456,53.5024,54.4992,0.397,180152000.0,0.4102,0.4199,-0.0079,-0.0029,22.5009,33.6304,0.0003,0.0002
2889,1992-06-05,54.7456,55.2496,54.2528,54.88,0.3998,112728000.0,0.4056,0.4164,-0.0071,-0.0032,27.1639,35.5597,0.0002,0.0002
2890,1992-06-08,55.0032,55.0032,53.9952,54.2528,0.3952,104339200.0,0.4012,0.4126,-0.0061,-0.0035,24.3552,33.8203,0.0002,0.0003
2891,1992-06-09,54.2528,54.2528,53.5024,53.9952,0.3933,101281600.0,0.3977,0.409,-0.0037,-0.0039,23.1993,33.1002,0.0001,0.0003
2892,1992-06-10,53.9952,54.7456,53.5024,53.7488,0.3915,126604800.0,0.3952,0.4056,-0.0023,-0.004,22.043,32.3964,0.0,0.0003
2893,1992-06-11,53.7488,54.2528,53.5024,53.872,0.3924,140515200.0,0.394,0.4027,-0.0008,-0.0041,24.2455,33.1616,0.0,0.0003
2894,1992-06-12,54.4992,55.0032,54.2528,54.6224,0.3979,96510400.0,0.3947,0.4008,-0.0006,-0.0038,36.9467,37.7957,0.0,0.0003
2895,1992-06-15,53.9952,53.9952,52.5056,52.6288,0.3834,189190400.0,0.3918,0.3974,-0.0016,-0.0038,24.3762,31.5794,0.0,0.0003
2896,1992-06-16,51.7552,52.0016,48.7536,49.2464,0.3587,365355200.0,0.3831,0.3911,-0.0044,-0.0041,14.5428,24.2598,0.0002,0.0004
2897,1992-06-17,49.0,49.2464,46.9952,47.4992,0.346,304248000.0,0.3727,0.3839,-0.0077,-0.0046,11.7093,21.5003,0.0003,0.0004
2898,1992-06-18,47.4992,49.0,44.7552,45.248,0.3296,433720000.0,0.36,0.3754,-0.0113,-0.0051,9.0522,18.5638,0.0006,0.0006
2899,1992-06-19,45.9984,45.9984,43.7472,44.7552,0.326,427436800.0,0.3487,0.3673,-0.0133,-0.0057,8.555,17.9832,0.0008,0.0007
2900,1992-06-22,44.0048,44.7552,42.7504,44.2512,0.3223,389939200.0,0.3387,0.3596,-0.0132,-0.0063,8.0264,17.3815,0.0007,0.0008
2901,1992-06-23,45.0016,45.5056,44.4976,45.248,0.3296,311550400.0,0.3331,0.3538,-0.0091,-0.0069,19.4784,22.8653,0.0004,0.0009
2902,1992-06-24,45.5056,45.9984,45.248,45.9984,0.3351,211064000.0,0.3314,0.3493,-0.004,-0.0069,27.4219,26.8072,0.0001,0.0009
2903,1992-06-25,46.5024,46.5024,45.248,45.6288,0.3324,160608000.0,0.3306,0.3451,-0.0009,-0.0067,25.9554,26.102,0.0,0.0009
2904,1992-06-26,45.752,45.9984,44.4976,45.248,0.3296,110364800.0,0.3301,0.3411,0.0009,-0.0064,24.3781,25.357,0.0,0.0008
2905,1992-06-29,45.752,47.1296,45.248,46.7488,0.3405,188428800.0,0.333,0.3392,0.0022,-0.0055,40.7351,33.3337,0.0,0.0007
2906,1992-06-30,46.7488,48.2496,46.5024,48.0032,0.3497,193345600.0,0.3377,0.339,0.0035,-0.0042,51.1416,39.2361,0.0001,0.0006
2907,1992-07-01,48.0032,49.504,47.7456,49.0,0.3569,143528000.0,0.3434,0.3402,0.0043,-0.0025,57.8924,43.4553,0.0001,0.0005
2908,1992-07-02,49.0,49.0,45.752,46.2448,0.3369,256648000.0,0.3428,0.339,0.0027,-0.001,39.9871,35.9813,0.0001,0.0003
2909,1992-07-06,46.5024,46.7488,45.5056,46.2448,0.3369,122001600.0,0.342,0.3384,0.0016,0.0003,39.9871,35.9813,0.0001,0.0001
2910,1992-07-07,46.2448,46.2448,43.5008,44.2512,0.3223,207088000.0,0.3375,0.3363,-0.0015,0.0005,30.5873,31.4079,0.0001,0.0001
2911,1992-07-08,44.0048,45.752,44.0048,45.752,0.3333,195955200.0,0.3361,0.3361,-0.0034,0.0008,42.4737,37.8205,0.0001,0.0001
2912,1992-07-09,45.9984,46.5024,45.752,45.8752,0.3342,165793600.0,0.3347,0.3361,-0.0039,0.0006,43.3989,38.3286,0.0001,0.0001
2913,1992-07-10,45.9984,46.2448,44.8784,45.752,0.3333,143796800.0,0.3334,0.3359,-0.0029,0.0003,42.5996,37.9943,0.0001,0.0001
2914,1992-07-13,45.752,47.1296,45.248,46.9952,0.3423,125563200.0,0.3349,0.3368,0.0007,0.0001,52.752,43.3183,0.0,0.0001
2915,1992-07-14,46.9952,48.0032,46.9952,47.4992,0.346,125988800.0,0.3379,0.3381,0.0024,0.0001,56.4468,45.3941,0.0,0.0001
2916,1992-07-15,47.4992,49.0,47.2528,48.0032,0.3497,174462400.0,0.3414,0.3397,0.0041,0.0004,60.088,47.4661,0.0001,0.0001
2917,1992-07-16,47.7456,49.0,47.2528,48.7536,0.3551,139798400.0,0.3459,0.3418,0.0039,0.0006,65.0616,50.4227,0.0001,0.0001
2918,1992-07-17,45.0016,45.9984,44.6208,45.0016,0.3278,423640000.0,0.3423,0.3401,0.0011,-0.0001,37.4996,38.5962,0.0001,0.0001
2919,1992-07-20,44.7552,45.248,44.0048,44.7552,0.326,192124800.0,0.3385,0.3382,-0.0015,-0.0005,36.3162,37.964,0.0001,0.0001
2920,1992-07-21,45.5056,46.2448,45.0016,45.752,0.3333,131947200.0,0.3369,0.3374,-0.0032,-0.0003,44.5899,42.1061,0.0001,0.0001
2921,1992-07-22,45.248,45.5056,44.0048,44.2512,0.3223,161974400.0,0.3324,0.3353,-0.0047,-0.0002,36.2993,37.9899,0.0001,0.0001
2922,1992-07-23,44.4976,44.7552,43.7472,44.7552,0.326,171516800.0,0.3296,0.334,-0.0047,-0.0004,40.6311,40.1106,0.0001,0.0001
2923,1992-07-24,44.4976,46.2448,44.0048,45.8752,0.3342,134971200.0,0.3296,0.3339,-0.0025,-0.0004,49.5087,44.6302,0.0001,0.0001
2924,1992-07-27,45.752,46.5024,45.248,45.248,0.3296,2396800.0,0.329,0.3332,0.0005,-0.0009,45.0954,42.6842,0.0,0.0001
2925,1992-07-28,45.5056,46.5024,45.248,46.5024,0.3387,134243200.0,0.3315,0.3337,0.0015,-0.0009,54.4638,47.556,0.0,0.0001
2926,1992-07-29,46.6256,47.7456,46.5024,47.2528,0.3442,250768000.0,0.3351,0.3349,0.0025,-0.0007,59.3542,50.3053,0.0,0.0001
2927,1992-07-30,47.2528,47.4992,46.7488,47.2528,0.3442,137894400.0,0.338,0.3359,0.0038,-0.0006,59.3542,50.3053,0.0001,0.0001
2928,1992-07-31,47.2528,47.4992,46.7488,46.7488,0.3405,90708800.0,0.3396,0.3364,0.0028,-0.0003,54.0401,48.3286,0.0,0.0001
2929,1992-08-03,46.7488,47.2528,45.5056,45.752,0.3333,68544000.0,0.3387,0.3359,0.0009,-0.0001,44.9112,44.6517,0.0,0.0001
2930,1992-08-04,45.0016,45.752,44.7552,45.5056,0.3315,119716800.0,0.3371,0.3353,-0.0003,0.0002,42.8024,43.7554,0.0,0.0001
2931,1992-08-05,45.5056,45.5056,44.4976,44.7552,0.326,139260800.0,0.3343,0.3341,-0.0027,0.0006,36.6649,41.0444,0.0,0.0
2932,1992-08-06,44.2512,44.4976,42.7504,44.0048,0.3205,257969600.0,0.3302,0.3325,-0.0042,0.0001,31.4104,38.4771,0.0001,0.0001
2933,1992-08-07,42.0,43.7472,41.496,43.3776,0.316,219161600.0,0.3256,0.3303,-0.0047,-0.0005,27.6305,36.4673,0.0001,0.0001
2934,1992-08-10,43.2544,44.4976,42.9968,44.128,0.3214,91448000.0,0.3234,0.329,-0.0037,-0.0008,38.0649,40.4848,0.0001,0.0001
2935,1992-08-11,44.4976,44.4976,42.9968,43.5008,0.3169,121307200.0,0.3208,0.3271,-0.0028,-0.0014,33.3851,38.3107,0.0,0.0001
2936,1992-08-12,43.7472,44.2512,43.2544,44.128,0.3214,121385600.0,0.3203,0.326,-0.0017,-0.0018,41.7413,41.6833,0.0,0.0001
2937,1992-08-13,44.4976,45.5056,44.2512,44.7552,0.326,170990400.0,0.3213,0.3254,0.0001,-0.0018,49.3226,44.9938,0.0,0.0001
2938,1992-08-14,45.0016,45.248,44.4976,44.7552,0.326,136102400.0,0.3225,0.325,0.0013,-0.0019,49.3226,44.9938,0.0,0.0001
2939,1992-08-17,44.2512,44.7552,43.7472,44.7552,0.3269,128710400.0,0.3239,0.3247,0.0018,-0.0016,51.02,45.6934,0.0,0.0001
2940,1992-08-18,44.4976,45.248,44.4976,44.7552,0.3269,112313600.0,0.3251,0.3245,0.0015,-0.0011,51.02,45.6934,0.0,0.0001
2941,1992-08-19,44.6208,45.248,44.4976,44.4976,0.325,170542400.0,0.3254,0.3243,0.0013,-0.0006,46.5408,44.3135,0.0,0.0
2942,1992-08-20,44.7552,45.0016,44.2512,44.7552,0.3269,108908800.0,0.3261,0.3245,0.0005,-0.0001,51.5077,46.0674,0.0,0.0
2943,1992-08-21,44.7552,45.248,44.0048,44.6208,0.3259,109468800.0,0.3262,0.3246,0.0,0.0002,48.7277,45.2595,0.0,0.0
2944,1992-08-24,44.2512,44.7552,43.2544,43.2544,0.3159,152174400.0,0.3236,0.3235,-0.0012,0.0003,29.9005,38.0691,0.0,0.0
2945,1992-08-25,43.2544,44.4976,43.2544,44.3744,0.3241,132361600.0,0.3235,0.3237,-0.0011,0.0004,48.8188,45.6887,0.0,0.0
2946,1992-08-26,44.2512,44.4976,43.2544,44.2512,0.3232,121060800.0,0.3231,0.3237,-0.0009,0.0003,47.1881,45.0338,0.0,0.0
2947,1992-08-27,44.7552,45.1248,44.2512,44.4976,0.325,82745600.0,0.3234,0.324,-0.0003,0.0001,51.0067,46.6799,0.0,0.0
2948,1992-08-28,44.2512,45.248,44.0048,45.0016,0.3287,61241600.0,0.3246,0.3247,0.0004,0.0002,58.2466,49.9951,0.0,0.0
2949,1992-08-31,45.0016,46.2448,44.7552,45.9984,0.336,121116800.0,0.3276,0.3262,0.002,0.0003,68.8442,55.8302,0.0,0.0
2950,1992-09-01,46.2448,46.5024,45.752,46.5024,0.3396,60289600.0,0.3311,0.3281,0.0036,0.0006,72.8141,58.4077,0.0001,0.0
2951,1992-09-02,46.5024,48.7536,46.5024,48.496,0.3542,189896000.0,0.3378,0.3318,0.0048,0.0013,83.0395,66.8553,0.0001,0.0001
2952,1992-09-03,49.0,49.2464,47.7456,47.7456,0.3487,211859200.0,0.3417,0.3344,0.0052,0.0018,71.2597,61.766,0.0001,0.0001
2953,1992-09-04,48.2496,48.2496,46.7488,47.2528,0.3451,63235200.0,0.3438,0.3363,0.0042,0.0021,64.2948,58.6204,0.0001,0.0001
2954,1992-09-08,46.7488,48.0032,46.5024,47.7456,0.3487,70000000.0,0.3461,0.3386,0.0031,0.0024,67.9495,60.7718,0.0001,0.0001
2955,1992-09-09,48.0032,49.2464,47.7456,49.0,0.3579,157203200.0,0.3498,0.3419,0.0027,0.0028,75.4436,65.6824,0.0001,0.0002
2956,1992-09-10,48.0032,49.504,47.4992,49.2464,0.3597,228177600.0,0.353,0.3451,0.0024,0.0032,76.6878,66.5643,0.0,0.0002
2957,1992-09-11,49.0,49.2464,47.4992,47.6224,0.3478,179883200.0,0.3523,0.3464,0.0006,0.0031,55.1394,56.2693,0.0,0.0002
2958,1992-09-14,49.0,49.9968,48.496,49.504,0.3616,214681600.0,0.3548,0.3493,0.002,0.003,67.4961,63.3486,0.0,0.0002
2959,1992-09-15,49.2464,49.2464,47.7456,48.2496,0.3524,218523200.0,0.3547,0.3506,0.0013,0.0026,55.5873,56.7525,0.0,0.0001
2960,1992-09-16,47.7456,48.2496,46.5024,46.9952,0.3432,178718400.0,0.3521,0.3503,-0.0009,0.0019,46.0982,51.0303,0.0,0.0001
2961,1992-09-17,47.2528,47.2528,45.3712,45.9984,0.336,172435200.0,0.3479,0.349,-0.0034,0.0009,39.8822,47.0335,0.0001,0.0001
2962,1992-09-18,45.752,46.872,45.248,46.5024,0.3396,115606400.0,0.345,0.348,-0.0037,0.0,44.2661,49.1769,0.0001,0.0001
2963,1992-09-21,46.7488,47.7456,46.2448,46.5024,0.3396,89678400.0,0.3427,0.3469,-0.003,-0.0006,44.2661,49.1769,0.0001,0.0001
