date,close,volume
1985-01-02,22.25,5212800
1985-01-03,22.25,6864000
1985-01-04,22.125,4941600
1985-01-07,22.3126,8364800
1985-01-08,22.3126,5036800
1985-01-09,22.375,6177600
1985-01-10,22.625,7907200
1985-01-11,22.5,5346400
1985-01-14,22.8126,10062400
1985-01-15,22.8126,9909600
1985-01-16,23.0626,7709600
1985-01-17,23.0,6864000
1985-01-18,23.3126,5652800
1985-01-21,24.0626,8263200
1985-01-22,24.125,9593600
1985-01-23,24.0626,9068800
1985-01-24,23.5,9591200
1985-01-25,23.0,11266400
1985-01-28,22.875,11128000
1985-01-29,23.4376,6282400
1985-01-30,23.875,10768800
1985-01-31,24.0,13063200
1985-02-01,24.1876,14874400
1985-02-04,23.875,9215200
1985-02-05,23.625,6960800
1985-02-06,23.25,7762400
1985-02-07,23.375,5266400
1985-02-08,23.875,9220000
1985-02-11,23.625,6700000
1985-02-12,23.6876,6103200
1985-02-13,23.9376,6912000
1985-02-14,23.875,6084000
1985-02-15,23.6876,4931200
1985-02-19,23.625,4155200
1985-02-20,23.1876,4505600
1985-02-21,23.125,7216800
1985-02-22,23.1876,5023200
1985-02-25,23.625,24568000
1985-02-26,23.875,6654400
1985-02-27,24.0,7968800
1985-02-28,23.75,5376800
1985-03-01,24.125,8112800
1985-03-04,24.3126,6571200
1985-03-05,24.625,7043200
1985-03-06,24.1876,7937600
1985-03-07,24.3126,7349600
1985-03-08,24.125,6814400
1985-03-11,24.4376,6434400
1985-03-12,24.875,7769600
1985-03-13,24.625,4193600
1985-03-14,24.5626,5641600
1985-03-15,24.3126,8408000
1985-03-18,24.375,5096000
1985-03-19,24.5626,7247200
1985-03-20,24.75,6450400
1985-03-21,24.875,7012000
1985-03-22,24.6876,4615200
1985-03-25,25.0,5683200
1985-03-26,25.25,6871200
1985-03-27,25.0,4404000
1985-03-28,24.875,4091200
1985-03-29,25.125,4106400
1985-04-01,25.125,4249600
1985-04-02,24.8126,3600800
1985-04-03,24.875,4840000
1985-04-04,25.0,4166400
1985-04-08,25.0626,3330400
1985-04-09,25.25,3653600
1985-04-10,25.375,4123200
1985-04-11,25.4376,5793600
1985-04-12,25.5,2084800
1985-04-15,25.6876,2898400
1985-04-16,25.875,4982400
1985-04-17,26.5,5610400
1985-04-18,26.4376,5626400
1985-04-19,26.9376,5520800
1985-04-22,26.375,8064800
1985-04-23,26.1876,9783200
1985-04-24,25.9376,5168800
1985-04-25,26.375,5619200
1985-04-26,25.9376,6221600
1985-04-29,25.75,6112800
1985-04-30,25.75,5667200
1985-05-01,25.9376,5053600
1985-05-02,26.0,3501600
1985-05-03,25.875,3980000
1985-05-06,26.125,5494400
1985-05-07,25.5626,5628000
1985-05-08,25.125,5962400
1985-05-09,25.0,5925600
1985-05-10,25.0,7182400
1985-05-13,25.25,6778400
1985-05-14,25.3126,5948000
1985-05-15,25.375,7165600
1985-05-16,25.75,6595200
1985-05-17,26.0626,6152800
1985-05-20,26.1876,6885600
1985-05-21,26.375,8984000
1985-05-22,26.375,4424000
1985-05-23,26.625,4158400
1985-05-24,26.875,5324000
1985-05-28,26.6876,4523200
1985-05-29,26.625,4585600
1985-05-30,26.75,8135200
1985-05-31,27.0,7376800
1985-06-03,26.3126,11755200
1985-06-04,26.375,10039200
1985-06-05,25.9376,7427200
1985-06-06,25.8126,8139200
1985-06-07,25.0,6548000
1985-06-10,25.75,6198400
1985-06-11,25.9376,5304800
1985-06-12,26.1876,3528800
1985-06-13,26.0,8729600
1985-06-14,26.5626,5208800
1985-06-17,26.0,5714400
