date,close,volume
1985-01-02,38.3744,7184000
1985-01-03,38.3744,7033600
1985-01-04,38.4992,5913600
1985-01-07,39.376,4416000
1985-01-08,39.5008,6060800
1985-01-09,39.2512,7776000
1985-01-10,40.1248,8332800
1985-01-11,40.3744,7225600
1985-01-14,40.624,11260800
1985-01-15,40.624,10710400
1985-01-16,41.1264,14096000
1985-01-17,42.1248,8972800
1985-01-18,42.7488,5888000
1985-01-21,43.8752,13955200
1985-01-22,44.8736,18249600
1985-01-23,45.1264,10758400
1985-01-24,46.3744,20652800
1985-01-25,46.624,14739200
1985-01-28,46.3744,4864000
1985-01-29,46.4992,4886400
1985-01-30,45.6256,11948800
1985-01-31,45.5008,7769600
1985-02-01,46.0,7833600
1985-02-04,45.7504,7587200
1985-02-05,45.5008,17248000
1985-02-06,45.7504,14912000
1985-02-07,46.7488,11632000
1985-02-08,46.7488,8851200
1985-02-11,46.7488,4793600
1985-02-12,46.7488,10585600
1985-02-13,47.5008,15712000
1985-02-14,47.1264,8284800
1985-02-15,46.4992,3337600
1985-02-19,46.1248,2035200
1985-02-20,44.7488,14451200
1985-02-21,45.0016,16060800
1985-02-22,44.0,13964800
1985-02-25,43.6256,11900800
1985-02-26,45.2512,10252800
1985-02-27,44.4992,7049600
1985-02-28,45.5008,5414400
1985-03-01,45.7504,9260800
1985-03-04,45.6256,4755200
1985-03-05,45.376,6169600
1985-03-06,45.2512,2563200
1985-03-07,44.3744,8236800
1985-03-08,45.0016,11347200
1985-03-11,44.8736,2620800
1985-03-12,45.2512,3107200
1985-03-13,44.8736,4320000
1985-03-14,45.2512,6828800
1985-03-15,45.376,7081600
1985-03-18,44.8736,6371200
1985-03-19,45.1264,8563200
1985-03-20,45.2512,4252800
1985-03-21,45.376,5488000
1985-03-22,44.624,4848000
1985-03-25,44.2496,2435200
1985-03-26,43.8752,5923200
1985-03-27,43.7504,4550400
1985-03-28,44.3744,4694400
1985-03-29,44.624,4883200
1985-04-01,45.376,10012800
1985-04-02,45.6256,6550400
1985-04-03,45.5008,4217600
1985-04-04,45.0016,4230400
1985-04-08,44.7488,3270400
1985-04-09,44.7488,3904000
1985-04-10,45.1264,6153600
1985-04-11,45.1264,3753600
1985-04-12,46.2496,5772800
1985-04-15,46.2496,3753600
1985-04-16,46.4992,6214400
1985-04-17,47.6256,6864000
1985-04-18,47.376,4812800
1985-04-19,47.0016,4131200
1985-04-22,47.2512,2393600
1985-04-23,47.2512,7142400
1985-04-24,47.2512,3417600
1985-04-25,47.6256,4217600
1985-04-26,48.3744,4624000
1985-04-29,48.0,1891200
1985-04-30,46.8736,8646400
1985-05-01,45.5008,3878400
1985-05-02,46.624,3056000
1985-05-03,46.624,3062400
1985-05-06,46.3744,2422400
1985-05-07,46.4992,3760000
1985-05-08,47.5008,6873600
1985-05-09,48.3744,4512000
1985-05-10,49.2512,7744000
1985-05-13,48.2496,6435200
1985-05-14,48.7488,6380800
1985-05-15,48.624,2979200
1985-05-16,49.7504,3910400
1985-05-17,50.1248,8019200
1985-05-20,50.8736,9961600
1985-05-21,50.8736,8374400
1985-05-22,51.0016,6377600
1985-05-23,52.4992,7897600
1985-05-24,52.0,4112000
1985-05-28,51.7504,2540800
1985-05-29,51.5008,3036800
1985-05-30,51.7504,11641600
1985-05-31,52.3744,9968000
1985-06-03,53.376,10902400
1985-06-04,54.1248,7696000
1985-06-05,54.8736,9401600
1985-06-06,56.624,8595200
1985-06-07,55.376,8060800
1985-06-10,54.0,4835200
1985-06-11,53.8752,4441600
1985-06-12,53.7504,4025600
1985-06-13,53.1264,7670400
1985-06-14,53.5008,4608000
1985-06-17,53.1264,2409600
1985-06-18,53.376,4432000
1985-06-19,53.0016,3468800
1985-06-20,53.6256,3004800
1985-06-21,54.3744,8828800
1985-06-24,54.3744,4102400
1985-06-25,54.7488,3219200
1985-06-26,54.624,3257600
1985-06-27,54.2496,3398400
1985-06-28,54.624,4662400
1985-07-01,55.2512,8252800
1985-07-02,53.6256,12492800
1985-07-03,52.2496,14316800
1985-07-05,51.8752,3459200
1985-07-08,51.8752,4416000
1985-07-09,50.3744,21798400
1985-07-10,50.0,22764800
1985-07-11,50.8736,19209600
1985-07-12,50.8736,11750400
1985-07-15,50.0,7542400
1985-07-16,51.8752,17036800
1985-07-17,52.0,8809600
1985-07-18,51.8752,3040000
1985-07-19,51.8752,4870400
1985-07-22,51.8752,4070400
1985-07-23,51.0016,4780800
1985-07-24,50.0,12268800
1985-07-25,49.7504,4812800
1985-07-26,49.1264,4032000
1985-07-29,48.1248,6246400
1985-07-30,47.7504,15024000
1985-07-31,49.5008,12406400
1985-08-01,50.2496,5702400
1985-08-02,50.2496,4790400
1985-08-05,50.0,2640000
1985-08-06,50.2496,3894400
1985-08-07,49.376,8102400
1985-08-08,49.1264,6134400
1985-08-09,49.7504,3836800
1985-08-12,50.0,2633600
1985-08-13,49.5008,4646400
1985-08-14,49.5008,5792000
1985-08-15,49.0016,1792000
1985-08-16,50.1248,9734400
1985-08-19,51.1264,6272000
1985-08-20,51.0016,5408000
1985-08-21,51.1264,11881600
1985-08-22,50.7488,3888000
1985-08-23,51.1264,2668800
1985-08-26,50.7488,1481600
1985-08-27,51.0016,3440000
1985-08-28,51.2512,3760000
1985-08-29,51.2512,2809600
1985-08-30,51.7504,4563200
1985-09-03,51.0016,2352000
1985-09-04,50.7488,2467200
1985-09-05,51.0016,4185600
1985-09-06,51.0016,2236800
1985-09-09,51.2512,3110400
1985-09-10,50.624,2627200
1985-09-11,49.7504,6713600
1985-09-12,49.2512,4790400
1985-09-13,48.7488,6720000
1985-09-16,49.5008,3232000
1985-09-17,49.376,5132800
1985-09-18,49.376,3436800
1985-09-19,49.8752,7033600
1985-09-20,49.7504,4422400
1985-09-23,50.0,8694400
1985-09-24,49.5008,4000000
1985-09-25,48.0,7676800
1985-09-26,48.0,4531200
1985-09-30,47.7504,5446400
1985-10-01,48.8736,7440000
1985-10-02,48.8736,2908800
1985-10-03,49.2512,2304000
1985-10-04,49.7504,4361600
1985-10-07,24.7504,3270400
1985-10-08,25.0,4817600
1985-10-09,25.3744,3771200
1985-10-10,26.2496,8771200
1985-10-11,26.7504,6636800
1985-10-14,27.1248,5113600
1985-10-15,27.2496,5696000
1985-10-16,27.3744,5766400
1985-10-17,27.0,4732800
1985-10-18,26.6256,5878400
1985-10-21,27.0,2721600
1985-10-22,27.1248,6307200
1985-10-23,27.3744,5553600
1985-10-24,27.0,2110400
1985-10-25,26.7504,4651200
1985-10-28,26.5008,2430400
1985-10-29,27.0,2638400
1985-10-30,26.6256,2625600
1985-10-31,26.5008,1960000
1985-11-01,26.2496,5166400
1985-11-04,26.3744,2704000
1985-11-05,26.2496,5932800
1985-11-06,26.3744,5347200
1985-11-07,27.3744,4582400
1985-11-08,27.3744,5225600
1985-11-11,28.0,5712000
1985-11-12,29.0,7792000
1985-11-13,28.5008,9076800
1985-11-14,28.7504,3564800
1985-11-15,28.1248,6915200
1985-11-18,28.7504,3732800
1985-11-19,28.8752,4262400
1985-11-20,28.8752,3220800
1985-11-21,29.7504,6224000
1985-11-22,29.8752,7731200
1985-11-25,29.3744,4776000
1985-11-26,29.2496,3160000
1985-11-27,29.3744,5460800
1985-11-29,29.6256,2840000
1985-12-02,30.0,4116800
1985-12-03,29.8752,2644800
1985-12-04,29.8752,3580800
1985-12-05,30.2496,6870400
1985-12-06,30.0,4980800
1985-12-09,30.2496,5332800
1985-12-10,30.8752,3371200
1985-12-11,31.5008,7219200
1985-12-12,32.2496,4755200
1985-12-13,32.0,10190400
1985-12-16,32.6256,9150400
1985-12-17,33.3744,6816000
1985-12-18,33.8752,5961600
1985-12-19,31.7504,18848000
1985-12-20,32.2496,17120000
1985-12-23,30.5008,5384000
1985-12-24,31.2496,7600000
1985-12-26,31.0,1110400
1985-12-27,31.2496,4292800
1985-12-30,31.2496,4320000
1985-12-31,31.8752,3601600
1986-01-02,30.7504,3694400
1986-01-03,30.3744,7121600
1986-01-06,30.7504,5552000
1986-01-07,31.5008,5459200
1986-01-08,30.2496,8817600
1986-01-09,29.5008,13686400
1986-01-10,29.6256,10043200
1986-01-13,30.2496,8238400
1986-01-14,29.8752,6099200
1986-01-15,30.0,2772800
1986-01-16,30.7504,3092800
1986-01-17,31.0,3984000
1986-01-20,30.7504,2486400
1986-01-21,30.0,2995200
1986-01-22,30.1248,3380800
1986-01-23,30.3744,1814400
1986-01-24,30.5008,2252800
1986-01-27,31.7504,4651200
1986-01-28,32.1248,6112000
1986-01-29,32.5008,5006400
1986-01-30,31.7504,3217600
1986-01-31,32.1248,11718400
1986-02-03,32.6256,6852800
1986-02-04,32.5008,6518400
1986-02-05,32.2496,2774400
1986-02-06,32.5008,7292800
1986-02-07,31.1248,20800000
1986-02-10,31.3744,7833600
1986-02-11,30.6256,9043200
1986-02-12,30.3744,13569600
1986-02-13,30.7504,10494400
1986-02-14,31.7504,10384000
1986-02-18,32.8752,8915200
1986-02-19,32.2496,6208000
1986-02-20,32.0,7001600
1986-02-21,32.3744,13118400
1986-02-24,32.7504,5577600
1986-02-25,32.7504,8486400
1986-02-26,32.6256,8172800
1986-02-27,33.5008,6395200
1986-02-28,34.0,10468800
1986-03-03,34.2496,9363200
1986-03-04,35.1248,12033600
1986-03-05,36.1248,12675200
